numsampled	0.03-FUN_ITS_1_10_S10_L001	lci-FUN_ITS_1_10_S10_L001	hci-FUN_ITS_1_10_S10_L001	0.03-FUN_ITS_1_15_S15_L001	lci-FUN_ITS_1_15_S15_L001	hci-FUN_ITS_1_15_S15_L001	0.03-FUN_ITS_1_1_S1_L001	lci-FUN_ITS_1_1_S1_L001	hci-FUN_ITS_1_1_S1_L001	0.03-FUN_ITS_1_20_S20_L001	lci-FUN_ITS_1_20_S20_L001	hci-FUN_ITS_1_20_S20_L001	0.03-FUN_ITS_1_23_S23_L001	lci-FUN_ITS_1_23_S23_L001	hci-FUN_ITS_1_23_S23_L001	0.03-FUN_ITS_1_25_S25_L001	lci-FUN_ITS_1_25_S25_L001	hci-FUN_ITS_1_25_S25_L001	0.03-FUN_ITS_1_28_S28_L001	lci-FUN_ITS_1_28_S28_L001	hci-FUN_ITS_1_28_S28_L001	0.03-FUN_ITS_1_30_S30_L001	lci-FUN_ITS_1_30_S30_L001	hci-FUN_ITS_1_30_S30_L001	0.03-FUN_ITS_1_31_S31_L001	lci-FUN_ITS_1_31_S31_L001	hci-FUN_ITS_1_31_S31_L001	0.03-FUN_ITS_1_33_S33_L001	lci-FUN_ITS_1_33_S33_L001	hci-FUN_ITS_1_33_S33_L001	0.03-FUN_ITS_1_35_S35_L001	lci-FUN_ITS_1_35_S35_L001	hci-FUN_ITS_1_35_S35_L001	0.03-FUN_ITS_1_3_S3_L001	lci-FUN_ITS_1_3_S3_L001	hci-FUN_ITS_1_3_S3_L001	0.03-FUN_ITS_1_40_S40_L001	lci-FUN_ITS_1_40_S40_L001	hci-FUN_ITS_1_40_S40_L001	0.03-FUN_ITS_1_47_S47_L001	lci-FUN_ITS_1_47_S47_L001	hci-FUN_ITS_1_47_S47_L001	0.03-FUN_ITS_1_51_S51_L001	lci-FUN_ITS_1_51_S51_L001	hci-FUN_ITS_1_51_S51_L001	0.03-FUN_ITS_1_56_S56_L001	lci-FUN_ITS_1_56_S56_L001	hci-FUN_ITS_1_56_S56_L001	0.03-FUN_ITS_1_57_S57_L001	lci-FUN_ITS_1_57_S57_L001	hci-FUN_ITS_1_57_S57_L001	0.03-FUN_ITS_1_58_S58_L001	lci-FUN_ITS_1_58_S58_L001	hci-FUN_ITS_1_58_S58_L001	0.03-FUN_ITS_1_59_S59_L001	lci-FUN_ITS_1_59_S59_L001	hci-FUN_ITS_1_59_S59_L001	0.03-FUN_ITS_1_5_S5_L001	lci-FUN_ITS_1_5_S5_L001	hci-FUN_ITS_1_5_S5_L001
43	7.924000	5.000000	10.000000	10.216000	7.000000	14.000000	13.052000	10.000000	16.000000	11.500000	9.000000	14.000000	1.464000	1.000000	2.000000	10.064000	7.000000	13.000000	3.904000	3.000000	4.000000	6.420000	5.000000	8.000000	1.104000	1.000000	2.000000	10.836000	8.000000	14.000000	13.352000	10.000000	17.000000	7.684000	5.000000	10.000000	5.772000	3.000000	8.000000	10.480000	7.000000	13.000000	8.432000	5.000000	12.000000	20.244000	15.000000	25.000000	15.776000	12.000000	20.000000	12.852000	9.000000	17.000000	14.764000	11.000000	18.000000	13.404000	10.000000	16.000000
44	8.012000	5.000000	10.000000	10.328000	7.000000	14.000000	13.180000	10.000000	16.000000	11.596000	9.000000	14.000000	1.480000	1.000000	2.000000	10.180000	7.000000	13.000000	3.908000	3.000000	4.000000	6.460000	5.000000	8.000000	1.108000	1.000000	2.000000	10.956000	8.000000	14.000000	13.488000	10.000000	17.000000	7.780000	5.000000	10.000000	5.844000	3.000000	8.000000	10.572000	7.000000	13.000000	8.548000	5.000000	12.000000	20.512000	16.000000	25.000000	15.996000	12.000000	20.000000	13.008000	10.000000	17.000000	14.960000	11.000000	19.000000	13.544000	10.000000	16.000000
45	8.116000	5.000000	11.000000	10.456000	7.000000	14.000000	13.308000	10.000000	16.000000	11.660000	9.000000	14.000000	1.492000	1.000000	2.000000	10.268000	8.000000	13.000000	3.912000	3.000000	4.000000	6.476000	5.000000	8.000000	1.112000	1.000000	2.000000	11.064000	8.000000	14.000000	13.616000	10.000000	17.000000	7.852000	5.000000	10.000000	5.936000	3.000000	9.000000	10.684000	8.000000	13.000000	8.644000	5.000000	12.000000	20.760000	16.000000	25.000000	16.224000	12.000000	20.000000	13.152000	10.000000	17.000000	15.176000	11.000000	19.000000	13.696000	10.000000	16.000000
46	8.208000	5.000000	11.000000	10.600000	7.000000	14.000000	13.424000	10.000000	16.000000	11.748000	9.000000	14.000000	1.492000	1.000000	2.000000	10.380000	8.000000	13.000000	3.920000	3.000000	4.000000	6.500000	5.000000	8.000000	1.112000	1.000000	2.000000	11.184000	8.000000	14.000000	13.748000	10.000000	17.000000	7.944000	6.000000	10.000000	6.016000	3.000000	9.000000	10.796000	8.000000	13.000000	8.756000	6.000000	12.000000	21.012000	17.000000	25.000000	16.440000	12.000000	20.000000	13.296000	10.000000	17.000000	15.356000	12.000000	19.000000	13.796000	11.000000	16.000000
47	8.296000	5.000000	11.000000	10.712000	7.000000	14.000000	13.524000	10.000000	17.000000	11.836000	9.000000	14.000000	1.496000	1.000000	2.000000	10.488000	8.000000	13.000000	3.932000	3.000000	4.000000	6.524000	5.000000	8.000000	1.116000	1.000000	2.000000	11.292000	8.000000	14.000000	13.860000	10.000000	17.000000	8.008000	6.000000	10.000000	6.076000	3.000000	9.000000	10.892000	8.000000	14.000000	8.844000	6.000000	12.000000	21.252000	17.000000	25.000000	16.628000	13.000000	21.000000	13.432000	10.000000	17.000000	15.528000	12.000000	19.000000	13.904000	11.000000	17.000000
48	8.372000	5.000000	11.000000	10.824000	7.000000	14.000000	13.624000	10.000000	17.000000	11.904000	9.000000	14.000000	1.508000	1.000000	2.000000	10.576000	8.000000	13.000000	3.940000	3.000000	4.000000	6.552000	5.000000	8.000000	1.120000	1.000000	2.000000	11.372000	8.000000	15.000000	13.976000	10.000000	17.000000	8.072000	6.000000	10.000000	6.148000	3.000000	9.000000	10.996000	8.000000	14.000000	8.928000	6.000000	12.000000	21.476000	17.000000	26.000000	16.824000	13.000000	21.000000	13.548000	10.000000	17.000000	15.704000	12.000000	19.000000	13.988000	11.000000	17.000000
49	8.476000	5.000000	11.000000	10.980000	7.000000	14.000000	13.752000	10.000000	17.000000	11.980000	9.000000	14.000000	1.508000	1.000000	2.000000	10.668000	8.000000	13.000000	3.940000	3.000000	4.000000	6.584000	5.000000	8.000000	1.120000	1.000000	2.000000	11.476000	8.000000	15.000000	14.120000	11.000000	17.000000	8.156000	6.000000	10.000000	6.228000	3.000000	9.000000	11.096000	8.000000	14.000000	9.040000	6.000000	12.000000	21.716000	17.000000	26.000000	17.052000	13.000000	21.000000	13.704000	10.000000	17.000000	15.896000	12.000000	19.000000	14.096000	11.000000	17.000000
50	8.544000	5.000000	11.000000	11.076000	7.000000	15.000000	13.828000	10.000000	17.000000	12.032000	9.000000	14.000000	1.524000	1.000000	2.000000	10.752000	8.000000	13.000000	3.952000	3.000000	4.000000	6.620000	5.000000	8.000000	1.120000	1.000000	2.000000	11.552000	8.000000	15.000000	14.236000	11.000000	18.000000	8.216000	6.000000	10.000000	6.284000	3.000000	9.000000	11.172000	8.000000	14.000000	9.116000	6.000000	12.000000	21.904000	17.000000	26.000000	17.208000	13.000000	21.000000	13.808000	10.000000	17.000000	16.052000	12.000000	19.000000	14.172000	11.000000	17.000000
51	8.652000	5.000000	12.000000	11.228000	8.000000	15.000000	13.948000	10.000000	17.000000	12.104000	10.000000	14.000000	1.540000	1.000000	2.000000	10.852000	8.000000	13.000000	3.956000	3.000000	4.000000	6.660000	5.000000	8.000000	1.128000	1.000000	2.000000	11.660000	8.000000	15.000000	14.364000	11.000000	18.000000	8.312000	6.000000	11.000000	6.384000	3.000000	9.000000	11.288000	8.000000	14.000000	9.216000	6.000000	12.000000	22.140000	17.000000	27.000000	17.392000	13.000000	22.000000	13.944000	10.000000	17.000000	16.220000	13.000000	20.000000	14.288000	11.000000	17.000000
52	8.724000	5.000000	12.000000	11.340000	8.000000	15.000000	14.036000	11.000000	17.000000	12.144000	10.000000	14.000000	1.544000	1.000000	2.000000	10.904000	8.000000	13.000000	3.960000	3.000000	4.000000	6.672000	5.000000	8.000000	1.128000	1.000000	2.000000	11.728000	8.000000	15.000000	14.468000	11.000000	18.000000	8.352000	6.000000	11.000000	6.444000	3.000000	9.000000	11.380000	8.000000	14.000000	9.288000	6.000000	12.000000	22.348000	18.000000	27.000000	17.564000	14.000000	22.000000	14.068000	10.000000	18.000000	16.384000	13.000000	20.000000	14.380000	11.000000	17.000000
53	8.792000	5.000000	12.000000	11.448000	8.000000	15.000000	14.124000	11.000000	17.000000	12.212000	10.000000	14.000000	1.552000	1.000000	2.000000	10.968000	8.000000	13.000000	3.960000	3.000000	4.000000	6.696000	5.000000	8.000000	1.132000	1.000000	2.000000	11.808000	9.000000	15.000000	14.556000	11.000000	18.000000	8.400000	6.000000	11.000000	6.512000	3.000000	9.000000	11.468000	8.000000	14.000000	9.364000	6.000000	12.000000	22.520000	18.000000	27.000000	17.720000	14.000000	22.000000	14.168000	11.000000	18.000000	16.504000	13.000000	20.000000	14.476000	12.000000	17.000000
54	8.868000	5.000000	12.000000	11.552000	8.000000	15.000000	14.220000	11.000000	17.000000	12.272000	10.000000	15.000000	1.556000	1.000000	2.000000	11.040000	8.000000	13.000000	3.964000	3.000000	4.000000	6.720000	5.000000	8.000000	1.132000	1.000000	2.000000	11.888000	9.000000	15.000000	14.652000	11.000000	18.000000	8.444000	6.000000	11.000000	6.580000	4.000000	9.000000	11.560000	8.000000	14.000000	9.448000	6.000000	12.000000	22.716000	18.000000	27.000000	17.888000	14.000000	22.000000	14.284000	11.000000	18.000000	16.628000	13.000000	20.000000	14.556000	12.000000	17.000000
55	8.944000	6.000000	12.000000	11.672000	8.000000	15.000000	14.320000	11.000000	17.000000	12.356000	10.000000	15.000000	1.564000	1.000000	2.000000	11.128000	8.000000	13.000000	3.968000	3.000000	4.000000	6.736000	5.000000	8.000000	1.136000	1.000000	2.000000	11.976000	9.000000	15.000000	14.764000	11.000000	18.000000	8.524000	6.000000	11.000000	6.632000	4.000000	10.000000	11.640000	9.000000	14.000000	9.552000	6.000000	12.000000	22.920000	18.000000	27.000000	18.072000	14.000000	22.000000	14.404000	11.000000	18.000000	16.760000	13.000000	21.000000	14.672000	12.000000	18.000000
56	9.036000	6.000000	12.000000	11.768000	8.000000	15.000000	14.428000	11.000000	18.000000	12.424000	10.000000	15.000000	1.572000	1.000000	2.000000	11.200000	8.000000	14.000000	3.968000	3.000000	4.000000	6.768000	5.000000	8.000000	1.140000	1.000000	2.000000	12.056000	9.000000	15.000000	14.860000	11.000000	18.000000	8.588000	6.000000	11.000000	6.704000	4.000000	10.000000	11.708000	9.000000	15.000000	9.632000	6.000000	13.000000	23.112000	19.000000	28.000000	18.260000	14.000000	22.000000	14.520000	11.000000	18.000000	16.900000	13.000000	21.000000	14.764000	12.000000	18.000000
57	9.096000	6.000000	12.000000	11.844000	8.000000	15.000000	14.520000	11.000000	18.000000	12.472000	10.000000	15.000000	1.584000	1.000000	2.000000	11.260000	8.000000	14.000000	3.972000	3.000000	4.000000	6.792000	5.000000	8.000000	1.148000	1.000000	2.000000	12.132000	9.000000	15.000000	14.952000	12.000000	18.000000	8.648000	6.000000	11.000000	6.772000	4.000000	10.000000	11.788000	9.000000	15.000000	9.704000	6.000000	13.000000	23.308000	19.000000	28.000000	18.432000	14.000000	23.000000	14.624000	11.000000	19.000000	17.056000	13.000000	21.000000	14.856000	12.000000	18.000000
58	9.160000	6.000000	12.000000	11.948000	8.000000	16.000000	14.600000	11.000000	18.000000	12.532000	10.000000	15.000000	1.588000	1.000000	2.000000	11.328000	8.000000	14.000000	3.972000	3.000000	4.000000	6.804000	5.000000	8.000000	1.148000	1.000000	2.000000	12.208000	9.000000	15.000000	15.048000	12.000000	18.000000	8.700000	6.000000	11.000000	6.840000	4.000000	10.000000	11.856000	9.000000	15.000000	9.776000	7.000000	13.000000	23.468000	19.000000	28.000000	18.588000	14.000000	23.000000	14.732000	11.000000	19.000000	17.196000	13.000000	21.000000	14.952000	12.000000	18.000000
59	9.216000	6.000000	12.000000	12.040000	8.000000	16.000000	14.660000	11.000000	18.000000	12.576000	10.000000	15.000000	1.596000	1.000000	2.000000	11.376000	8.000000	14.000000	3.972000	3.000000	4.000000	6.824000	5.000000	8.000000	1.152000	1.000000	2.000000	12.268000	9.000000	15.000000	15.116000	12.000000	18.000000	8.740000	6.000000	11.000000	6.888000	4.000000	10.000000	11.900000	9.000000	15.000000	9.824000	7.000000	13.000000	23.640000	19.000000	28.000000	18.768000	14.000000	23.000000	14.836000	11.000000	19.000000	17.328000	13.000000	21.000000	15.004000	12.000000	18.000000
60	9.280000	6.000000	12.000000	12.156000	8.000000	16.000000	14.744000	11.000000	18.000000	12.628000	10.000000	15.000000	1.600000	1.000000	2.000000	11.436000	8.000000	14.000000	3.972000	3.000000	4.000000	6.832000	5.000000	8.000000	1.160000	1.000000	2.000000	12.344000	9.000000	15.000000	15.200000	12.000000	18.000000	8.788000	6.000000	11.000000	6.944000	4.000000	10.000000	11.960000	9.000000	15.000000	9.896000	7.000000	13.000000	23.780000	19.000000	28.000000	18.916000	14.000000	23.000000	14.920000	11.000000	19.000000	17.456000	13.000000	21.000000	15.068000	12.000000	18.000000
61	9.352000	6.000000	12.000000	12.260000	9.000000	16.000000	14.840000	11.000000	18.000000	12.664000	10.000000	15.000000	1.604000	1.000000	2.000000	11.500000	8.000000	14.000000	3.972000	3.000000	4.000000	6.848000	5.000000	8.000000	1.164000	1.000000	2.000000	12.428000	9.000000	16.000000	15.308000	12.000000	18.000000	8.836000	6.000000	11.000000	7.008000	4.000000	10.000000	12.040000	9.000000	15.000000	9.964000	7.000000	13.000000	23.980000	20.000000	28.000000	19.100000	15.000000	23.000000	15.052000	11.000000	19.000000	17.600000	14.000000	22.000000	15.124000	12.000000	18.000000
62	9.428000	6.000000	12.000000	12.372000	9.000000	16.000000	14.928000	11.000000	18.000000	12.696000	10.000000	15.000000	1.604000	1.000000	2.000000	11.560000	9.000000	14.000000	3.972000	3.000000	4.000000	6.856000	5.000000	8.000000	1.164000	1.000000	2.000000	12.512000	9.000000	16.000000	15.392000	12.000000	18.000000	8.884000	6.000000	11.000000	7.068000	4.000000	10.000000	12.108000	9.000000	15.000000	10.036000	7.000000	13.000000	24.168000	20.000000	28.000000	19.248000	15.000000	24.000000	15.164000	11.000000	19.000000	17.752000	14.000000	22.000000	15.192000	12.000000	18.000000
63	9.508000	6.000000	12.000000	12.484000	9.000000	16.000000	15.012000	11.000000	18.000000	12.748000	10.000000	15.000000	1.612000	1.000000	2.000000	11.624000	9.000000	14.000000	3.972000	3.000000	4.000000	6.868000	5.000000	8.000000	1.164000	1.000000	2.000000	12.584000	9.000000	16.000000	15.468000	12.000000	19.000000	8.932000	6.000000	11.000000	7.116000	4.000000	10.000000	12.180000	9.000000	15.000000	10.128000	7.000000	13.000000	24.348000	20.000000	29.000000	19.396000	15.000000	24.000000	15.256000	11.000000	19.000000	17.872000	14.000000	22.000000	15.272000	12.000000	18.000000
64	9.592000	6.000000	13.000000	12.592000	9.000000	16.000000	15.112000	12.000000	18.000000	12.804000	10.000000	15.000000	1.620000	1.000000	2.000000	11.700000	9.000000	14.000000	3.972000	3.000000	4.000000	6.896000	5.000000	8.000000	1.180000	1.000000	2.000000	12.684000	9.000000	16.000000	15.564000	12.000000	19.000000	8.996000	7.000000	11.000000	7.192000	4.000000	10.000000	12.264000	9.000000	15.000000	10.216000	7.000000	13.000000	24.532000	20.000000	29.000000	19.568000	15.000000	24.000000	15.384000	11.000000	19.000000	18.032000	14.000000	22.000000	15.376000	12.000000	18.000000
65	9.648000	6.000000	13.000000	12.700000	9.000000	16.000000	15.216000	12.000000	18.000000	12.856000	11.000000	15.000000	1.632000	1.000000	2.000000	11.752000	9.000000	14.000000	3.976000	4.000000	4.000000	6.916000	6.000000	8.000000	1.184000	1.000000	2.000000	12.748000	9.000000	16.000000	15.648000	12.000000	19.000000	9.048000	7.000000	11.000000	7.244000	4.000000	10.000000	12.340000	9.000000	15.000000	10.292000	7.000000	13.000000	24.736000	21.000000	29.000000	19.756000	15.000000	24.000000	15.484000	11.000000	19.000000	18.176000	14.000000	22.000000	15.460000	12.000000	18.000000
66	9.736000	7.000000	13.000000	12.816000	9.000000	16.000000	15.304000	12.000000	18.000000	12.912000	11.000000	15.000000	1.652000	1.000000	2.000000	11.832000	9.000000	14.000000	3.976000	4.000000	4.000000	6.956000	6.000000	8.000000	1.184000	1.000000	2.000000	12.836000	10.000000	16.000000	15.744000	12.000000	19.000000	9.096000	7.000000	11.000000	7.320000	4.000000	10.000000	12.416000	9.000000	15.000000	10.384000	7.000000	13.000000	24.908000	21.000000	29.000000	19.920000	15.000000	24.000000	15.596000	12.000000	19.000000	18.312000	14.000000	22.000000	15.524000	13.000000	18.000000
67	9.816000	7.000000	13.000000	12.920000	9.000000	17.000000	15.408000	12.000000	19.000000	12.964000	11.000000	15.000000	1.660000	1.000000	2.000000	11.904000	9.000000	14.000000	3.976000	4.000000	4.000000	6.980000	6.000000	8.000000	1.188000	1.000000	2.000000	12.920000	10.000000	16.000000	15.844000	13.000000	19.000000	9.148000	7.000000	11.000000	7.388000	4.000000	10.000000	12.496000	9.000000	15.000000	10.464000	7.000000	14.000000	25.076000	21.000000	29.000000	20.080000	15.000000	24.000000	15.736000	12.000000	19.000000	18.476000	15.000000	23.000000	15.604000	13.000000	18.000000
68	9.872000	7.000000	13.000000	13.004000	9.000000	17.000000	15.488000	12.000000	19.000000	13.008000	11.000000	15.000000	1.664000	1.000000	2.000000	11.956000	9.000000	14.000000	3.976000	4.000000	4.000000	6.992000	6.000000	8.000000	1.192000	1.000000	2.000000	12.976000	10.000000	16.000000	15.912000	13.000000	19.000000	9.196000	7.000000	11.000000	7.436000	4.000000	10.000000	12.540000	9.000000	15.000000	10.512000	7.000000	14.000000	25.212000	21.000000	29.000000	20.224000	15.000000	25.000000	15.824000	12.000000	20.000000	18.612000	15.000000	23.000000	15.656000	13.000000	18.000000
69	9.948000	7.000000	13.000000	13.112000	9.000000	17.000000	15.592000	12.000000	19.000000	13.060000	11.000000	15.000000	1.672000	1.000000	2.000000	12.012000	9.000000	14.000000	3.980000	4.000000	4.000000	7.020000	6.000000	8.000000	1.196000	1.000000	2.000000	13.060000	10.000000	16.000000	16.028000	13.000000	19.000000	9.244000	7.000000	11.000000	7.512000	5.000000	10.000000	12.612000	10.000000	15.000000	10.588000	7.000000	14.000000	25.392000	21.000000	30.000000	20.384000	16.000000	25.000000	15.944000	12.000000	20.000000	18.764000	15.000000	23.000000	15.740000	13.000000	18.000000
70	9.984000	7.000000	13.000000	13.168000	9.000000	17.000000	15.636000	12.000000	19.000000	13.076000	11.000000	15.000000	1.676000	1.000000	2.000000	12.040000	9.000000	14.000000	3.980000	4.000000	4.000000	7.024000	6.000000	8.000000	1.196000	1.000000	2.000000	13.096000	10.000000	16.000000	16.076000	13.000000	20.000000	9.260000	7.000000	11.000000	7.544000	5.000000	11.000000	12.644000	10.000000	15.000000	10.616000	7.000000	14.000000	25.500000	21.000000	30.000000	20.484000	16.000000	25.000000	16.008000	12.000000	20.000000	18.844000	15.000000	23.000000	15.772000	13.000000	19.000000
71	10.060000	7.000000	13.000000	13.280000	9.000000	17.000000	15.732000	12.000000	19.000000	13.116000	11.000000	15.000000	1.688000	1.000000	2.000000	12.136000	9.000000	14.000000	3.980000	4.000000	4.000000	7.040000	6.000000	8.000000	1.196000	1.000000	2.000000	13.188000	10.000000	17.000000	16.164000	13.000000	20.000000	9.304000	7.000000	11.000000	7.600000	5.000000	11.000000	12.696000	10.000000	15.000000	10.692000	7.000000	14.000000	25.684000	21.000000	30.000000	20.640000	16.000000	25.000000	16.112000	12.000000	20.000000	18.976000	15.000000	23.000000	15.828000	13.000000	19.000000
72	10.112000	7.000000	13.000000	13.376000	9.000000	17.000000	15.816000	12.000000	19.000000	13.156000	11.000000	15.000000	1.692000	1.000000	2.000000	12.184000	9.000000	14.000000	3.984000	4.000000	4.000000	7.048000	6.000000	8.000000	1.196000	1.000000	2.000000	13.268000	10.000000	17.000000	16.264000	13.000000	20.000000	9.344000	7.000000	11.000000	7.652000	5.000000	11.000000	12.760000	10.000000	15.000000	10.756000	8.000000	14.000000	25.844000	21.000000	30.000000	20.776000	16.000000	25.000000	16.208000	12.000000	20.000000	19.100000	15.000000	23.000000	15.888000	13.000000	19.000000
73	10.184000	7.000000	13.000000	13.504000	10.000000	17.000000	15.908000	12.000000	19.000000	13.200000	11.000000	15.000000	1.696000	1.000000	2.000000	12.244000	9.000000	14.000000	3.984000	4.000000	4.000000	7.060000	6.000000	8.000000	1.196000	1.000000	2.000000	13.340000	10.000000	17.000000	16.352000	13.000000	20.000000	9.384000	7.000000	11.000000	7.720000	5.000000	11.000000	12.836000	10.000000	15.000000	10.828000	8.000000	14.000000	26.020000	22.000000	30.000000	20.916000	16.000000	25.000000	16.296000	12.000000	20.000000	19.216000	15.000000	23.000000	15.972000	13.000000	19.000000
74	10.236000	7.000000	13.000000	13.584000	10.000000	17.000000	15.972000	12.000000	19.000000	13.232000	11.000000	15.000000	1.696000	1.000000	2.000000	12.280000	9.000000	14.000000	3.984000	4.000000	4.000000	7.068000	6.000000	8.000000	1.196000	1.000000	2.000000	13.392000	10.000000	17.000000	16.416000	13.000000	20.000000	9.416000	7.000000	11.000000	7.760000	5.000000	11.000000	12.900000	10.000000	15.000000	10.880000	8.000000	14.000000	26.164000	22.000000	30.000000	21.064000	16.000000	26.000000	16.380000	12.000000	20.000000	19.336000	15.000000	23.000000	16.016000	13.000000	19.000000
75	10.296000	7.000000	13.000000	13.700000	10.000000	17.000000	16.044000	12.000000	19.000000	13.268000	11.000000	15.000000	1.696000	1.000000	2.000000	12.344000	10.000000	15.000000	3.984000	4.000000	4.000000	7.080000	6.000000	8.000000	1.196000	1.000000	2.000000	13.456000	10.000000	17.000000	16.508000	13.000000	20.000000	9.452000	7.000000	11.000000	7.800000	5.000000	11.000000	12.940000	10.000000	15.000000	10.940000	8.000000	14.000000	26.320000	22.000000	31.000000	21.236000	16.000000	26.000000	16.476000	12.000000	20.000000	19.460000	15.000000	23.000000	16.060000	13.000000	19.000000
76	10.348000	7.000000	13.000000	13.776000	10.000000	18.000000	16.088000	12.000000	20.000000	13.296000	11.000000	15.000000	1.696000	1.000000	2.000000	12.368000	10.000000	15.000000	3.984000	4.000000	4.000000	7.080000	6.000000	8.000000	1.200000	1.000000	2.000000	13.500000	10.000000	17.000000	16.568000	13.000000	20.000000	9.460000	7.000000	11.000000	7.840000	5.000000	11.000000	12.972000	10.000000	15.000000	10.996000	8.000000	14.000000	26.448000	22.000000	31.000000	21.364000	16.000000	26.000000	16.548000	12.000000	20.000000	19.560000	15.000000	24.000000	16.096000	13.000000	19.000000
77	10.408000	7.000000	13.000000	13.872000	10.000000	18.000000	16.160000	13.000000	20.000000	13.312000	11.000000	15.000000	1.708000	1.000000	2.000000	12.408000	10.000000	15.000000	3.984000	4.000000	4.000000	7.088000	6.000000	8.000000	1.208000	1.000000	2.000000	13.548000	10.000000	17.000000	16.632000	13.000000	20.000000	9.488000	7.000000	11.000000	7.896000	5.000000	11.000000	13.020000	10.000000	15.000000	11.048000	8.000000	14.000000	26.608000	22.000000	31.000000	21.520000	17.000000	26.000000	16.644000	13.000000	20.000000	19.676000	15.000000	24.000000	16.160000	13.000000	19.000000
